PEAKID,URL,LAT,LON,DESCRIPTION,PROVINCE,DISTRICT,MUNICIPALITY,RANGE,NEPALESE_FEES,FOREIGNER_FEES,PKNAME,PKNAME2,LOCATION,HEIGHTM,HEIGHTF,HIMAL,REGION,OPEN,UNLISTED,TREKKING,TREKYEAR,RESTRICT,PHOST,PSTATUS,PEAKMEMO,PYEAR,PSEASON,PEXPID,PSMTDATE,PCOUNTRY,PSUMMITERS,PSMTNOTE,REFERMEMO,PHOTOMEMO,PCLIMBED,PHOST_DESC,IS_HD_PEAK
PK29,https://nepalhimalpeakprofile.org/harka-gurung-chuli,28.50333333333333,84.56861111111111,"Harka Gurung Chuli, also known as Peak 29, Dakura, is part of Manaslu sub-range of the Nepalese Himalayas and is located in the Manang and Gorkha District of Western Nepal.",Gandaki Pradesh,Manang/Gorkha,Nashong/Chum,Mansiri,Spring 8000 (NRs),Spring 600 (USD),Peak 29,"Ngadi Chuli, Dakura, Dr Harka Gurung Chuli",Manaslu Himal (S of Manaslu),7871.0,25823.0,15.0,4.0,True,False,False,,Opened,1.0,2.0,"Other map altitudes:
   7835m - Japan MMW, Leomann
   7871m - HMG-MT, HMG-Finn, Shangri La",1979.0,1.0,PK2979101,1979-05-08,Poland,"Ryszard Gajewski, Maciej Pawlikowski",1st ascent claimed by Japan (Sumiyoshi) in 1970 (summiters killed in descent),Dyhrenfurth history 1952-1975 (MM 43:37-39 May 1975),"NW Face (MM 43:37-38 May 1975)
E Face (MM 43:38 May 1975)
W Face (MM 43:38-39 May 1975)
E Face (MM 22:16 Jul 1972) (Japanese 1970 route) ",True,Nepal only,True
NGO3,https://nepalhimalpeakprofile.org/hillary-peak,28.10666666666667,86.71611111111112,Hillary Peak is the name given in honor of first climber of Mt. Everest Edmund Hillary. It was recommended by the Nepalese government to rename two peaks after the name of Hillary and Tenzing as a part of new opened summit to climb in 2014.,Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu,Mahalangur,Rs (NRs), (USD),Ngojumba Kang III,Hillary Peak,Khumbu Himal (NE of Cho Oyu on Tibetan border),7681.0,25200.0,12.0,2.0,True,False,False,,Opened in 2014 as Hillary Peak,4.0,1.0,"Other map altitudes:
   7681m - HMG-MT
   7664m - HMG-Finn

This peak was opened in 2014 under the name Hillary Peak.",,0.0,,,,Unclimbed,,,,False,Nepal & China,True
HIME,https://nepalhimalpeakprofile.org/himal-chuli-east,28.43694444444445,84.6413888888889,Himal Chuli East part of Manaslu sub range is located in the Lamjung and Gorkha District of Western Nepal.,Gandaki Pradesh,Lamjung/Gorkha,Dordi/Chum,Mansiri,Spring 8000 (NRs),Spring 600 (USD),Himalchuli East,Himalchuli Main,Mansiri Himal (SE of Manaslu),7893.0,25896.0,15.0,4.0,True,False,False,,Opened,1.0,2.0,"Other map altitudes:
   7893m - HMG-MT, HMG-Finn, Nepa, Shangri La, Japan MMW",1960.0,1.0,HIME60101,1960-05-24,Japan,"Masahiro Harada, Hisashi Tanabe",,Dyhrenfurth history (MM 47:44-45 Jan 1976),"NW Face (MM 47:45 Jan 1976)
SW Face (AAJ 59:87 1985, 61:248 1987)",True,Nepal only,True
HIMJ,https://nepalhimalpeakprofile.org/himjung,28.7568,84.418,"Himjung is located north of Annapurna and Manaslu in the Peri Himal range, and is nestled between Himlung and Nemjung peaks, surrounded by numerous 6000 meter peaks with large glaciers and difficult approaches.",Gandaki Pradesh,Manang,Nashong/Nar,Peri,Rs (NRs), (USD),Himjung,Nemjung Goth,Peri Himal (S of Himlung Himal),7092.0,23268.0,18.0,5.0,True,False,False,20.0,Opened in 2002,1.0,2.0,"Other map altitudes:
   7092m - HMG-MT, HMG-Finn, Nepa
   7098m - Leomann

Located on north-south ridge between Himlung Himal and Nemjung.",2012.0,3.0,HIMJ12301,2012-10-12,S Korea,"Kim Chang-Ho, An Chi-Young",,,,True,Nepal only,True
HIMN,https://nepalhimalpeakprofile.org/himal-chuli-north,28.449166666666667,84.60638888888889,"Himal Chuli North, part of Manaslu sub range is located in the Lamjung and Gorkha District of Western Nepal",Gandaki Pradesh,Lamjung/Gorkha,Marsyangdi/Chum,Mansiri,Spring 6000 (NRs),Spring 500 (USD),Himalchuli North,,"Mansiri Himal (SE of Manaslu, WNW of Himalchuli Main)",7331.0,24052.0,15.0,4.0,True,False,False,,Opened,1.0,2.0,"Other map altitudes:
   7331m - HMG-MT, HMG-Finn, Nepa
   7371m - Shangri La, Japan MMW",1985.0,3.0,HIMN85302,1985-10-27,"S Korea, Nepal","Lee Jae-Hong, Ang Pasang Sherpa, Jangbu Sherpa, Lhakpa Norbu Sherpa, Pasang Dawa Sherpa",,,,True,Nepal only,True
HIMW,https://nepalhimalpeakprofile.org/himal-chuli-west,28.43555555555556,80.61888888888888,Himal Chuli West is part of Manaslu sub-range located in the Lamjung district of Western Nepal.,Gandaki Pradesh,Lamjung,Marsyangdi/Dordi,Mansiri,Spring 8000 (NRs),Spring 600 (USD),Himalchuli West,,"Mansiri Himal (SE of Manaslu, W of Himalchuli Main)",7540.0,24738.0,15.0,4.0,True,False,False,,Opened,1.0,2.0,"Other map altitudes:
   7540m - HMG-MT, HMG-Finn, Nepa, Shangri La, Japan MMW",1978.0,1.0,HIMW78101,1978-05-07,Japan,"Yoshio Ogata, Kazuhiro Sugeno",,,,True,Nepal only,True
HIUP,https://nepalhimalpeakprofile.org/hiun-chuli,28.510277777777777,83.85194444444444,"Hiunchuli (6,441 m) forms a formidable south-facing wall together with
Annapurna South. It has a reputation for being prone to avalanche, rock fall
and route finding difficulty – there is no obvious ‘standard’ line up and is best
tackled in true expedition style.
Even though it offers new route potential, it has received little attention from
mountaineers and is rarely climbed. The most common approaches are via
the Southeast Face or Northwest Face though the latter is seldom attempted.
Hiunchuli’s eastern face overlooks the Modi Khola and guards the entrance
to the Annapurna Sanctuary. An American Peace Corps Expedition first
climbed Hiunchuli in October 1971 via the Southeast Face.
As access is easy and altitude limited, the climb offers excellent Himalayan
mountaineering with an itinerary of just less than three weeks.",Gandaki Pradesh,Kaski,Annapurna,Annapurna,Spring 4000 (NRs),Spring 250 (USD),Hiunchuli,Patal Hiunchuli,Annapurna Himal (E of Annapurna South),6434.0,21109.0,1.0,5.0,False,False,True,1978.0,Opened,1.0,2.0,"Other map altitudes:
   6434m - HMG-MT, HMG-Finn
   6441m - Nepa, Shangri La, Schneider, Japan MMW, Leomann",1971.0,3.0,HIUP71301,1971-10-10,USA,"Craig Anderson, Peter Cross, Jim Richards, John Skow, Lane Smith",,,,True,Nepal only,True
HMLE,https://nepalhimalpeakprofile.org/himlung-east,28.769166666666667,84.4388888888889,Himlung East part of Peri sub range is located in the Manang District of Western Nepal.,Gandaki Pradesh,Manang/NC,Nar Phu/Nashong,Peri,Spring 5000 (NRs),Spring 400 (USD),Himlung East,,Peri Himal (E of Himlung Himal on Tibetan border),6932.0,22743.0,18.0,5.0,True,False,False,,Opened in 2014,4.0,2.0,"Other map altitudes:
   6932m - HMG-MT, HMG-Finn",2017.0,1.0,HMLE17101,2017-05-08,"France, Nepal","Paulo Grobel, Isabelle Guillaume, Rajan Lama Bhote, Jangbu Sherpa",,,,True,Nepal & China,True
HIML,https://nepalhimalpeakprofile.org/himlung-himal,28.771666666666665,84.42472222222223,"The Himlung lies close to the Tibetan border in the Manaslu region north east of the Annapurna range. Nepal government opened the region in 1992. Expedition for Himlung himal follows round Annapurna route to Koto and from Koto towards Nar – Phu gaon. The route passes through high peaks and passes, remote villages, narrow gullies, forests, rocks, springs, Gompas, and unique cultural settlements. Since the area is remote and untouched very few tourists have visited the region.",Gandaki Pradesh,Manang,Nashong/Nar,Peri,Rs (NRs),US (USD),Himlung Himal,,Peri Himal (NW of Manaslu near Tibetan border),7126.0,23379.0,18.0,5.0,True,False,False,,Opened,1.0,2.0,"Other map altitudes:
   7126m - HMG-MT, HMG-Finn, Nepa, Japan MMW, Leomann

Expeditions to Himlung before 1992 probably climbed a peak named Nemjung on the central Nepal map and the Annapurna Conservation Area map.",1992.0,1.0,HIML92301,1992-10-03,"Japan, Nepal","Osamu Hanai, Akio Koizumi, Nima Sherpa",Expeditions to Himlung prior to 1992 were probably climbing Nemjung,,"S Side (AAJ 74:360 2000) (Himlung, Gyajikang & Nemjung)
N Side (AAJ 67:227 1993)",True,Nepal only,True
HCHI,https://nepalhimalpeakprofile.org/hunchhi,28.034722222222225,86.7611111111111,Hunchhi is part of Mahalangur range located in the Solukhumbu district of Eastern Nepal.,Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Spring 6000 (NRs),Spring 500 (USD),Hungchhi,"Hunchhi, Chakung, Gyubanare Kang, Gyuba Tshomotse",Khumbu Himal (S of Gyachung Kang on Tibetan border),7029.0,23061.0,12.0,2.0,True,False,False,,Opened in 2001,4.0,2.0,"Other map altitudes:
   7020m - Schneider, Japan MMW
   7029m - HMG-MT, HMG-Finn, Nepa
   7036m - Kielkowski",2003.0,1.0,HCHI03102,2003-04-19,"Japan, Nepal","Katsuo Fukuhara, Tadashi Morita, Kanji Shimizu, Durga Rai, Hit Bahadur Tamang, Ram Kaji Tamang, Tul Bahadur Tamang",,,,True,Nepal & China,True
HONK,https://nepalhimalpeakprofile.org/hongu,27.82555555555556,86.97944444444444,Hongu is part of Mahalangur range located in Solukhumbu and Sankhuwasabha District of Eastern Nepal.,Province 1,Solukhumbu/Sankhuwasabha,Makalu/Mahakulung,Mahalangur,Spring 5000 (NRs),Spring 400 (USD),Hongku,"Hongku Chuli Nup, Honku, Sura Peak","Khumbu Himal (in Hongku Valley, W of Hongku Chuli)",6764.0,22192.0,12.0,2.0,True,False,False,,Opened in 2003,1.0,2.0,"Other map altitudes:
   6570m - Japan MMW
   6764m - HMG-MT, HMG-Finn
   6770m - Schneider",2015.0,3.0,HONK15301,2015-10-09,France,"Alberto Inurrategi Iriarte, Juan Vallejo Llanos, Miguel Zabalza Azkona",Likely first climbed in the 1980s,,,True,Nepal only,True
HNKU,https://nepalhimalpeakprofile.org/hunku-chuli,27.8175,87.01194444444444,"Hunku Chuli, part of Mahalangur range of the Nepalese Himalayas is located in the Solukhumbu and Sankhuwasabha district of Eastern Nepal.",Province 1,Solukhumbu/Sankhuwasabha,,Mahalangur,Spring 5000 (NRs),Spring 400 (USD),Hongku Chuli,"Hunku Chuli, Pyramid Peak","Khumbu Himal (in Hongku Valley, NE of Chamlang)",6833.0,22418.0,12.0,2.0,True,False,False,,Opened in 2013?,1.0,1.0,"Other map altitudes:
   6830m - Shangri La, Schneider, Japan MMW, Kielkowski
   6833m - HMG-MT, HMG-Finn, Nepa",,0.0,,,,Unclimbed,,,,False,Nepal only,True
HONG,https://nepalhimalpeakprofile.org/hongde,28.843055555555555,83.49916666666667,,Gandaki Pradesh,Dolpa/Mustang,Chharka Tongsong/Barhagau,Damodar,Spring 5000 (NRs),Spring 400 (USD),Hongde,"Hangde, Hongde Himal",Mukut Himal (N of Sita Chuchura in Hidden Valley),6556.0,21509.0,16.0,6.0,True,False,False,,Opened,1.0,2.0,"Other map altitudes:
   6556m - HMG-MT, HMG-Finn, Nepa, Japan MMW, Leomann",1962.0,1.0,HONG62101,1962-05-08,"Japan, Nepal","Shijiro Ishizaka, Zenkichi Hirayama, Takashi Miyahara, Ang Dawa Sherpa, Ang Temba Sherpa",,,,True,Nepal only,True
HUGO,https://nepalhimalpeakprofile.org/hulang-go,28.872777777777777,84.34555555555555,Hulang Go peak is part of Lugula Himal located in the manang district of western Nepal.,Gandaki Pradesh,Manang/NC,Nar Phu/NC,Peri,Spring 5000 (NRs),Spring 400 (USD),Hulang Go,,Peri Himal (WNW of Ratna Chuli on Tibetan border),6687.0,21939.0,18.0,5.0,True,False,False,,Opened in 2014,5.0,1.0,"Other map altitudes:
   6687m - HMG-MT, HMG-Finn",,0.0,,,,Unclimbed,,,,False,Nepal & India,True
HUNK,,27.813976,86.924861,,Province 1,Solukhumbu,,Mahalangur,,,Hunku,,Khumbu Himal (NNE of Peak 41),6119.0,20075.0,12.0,2.0,False,True,False,,"Opened in 2002, delisted in 2013?",1.0,2.0,"Other map altitudes:
   6097m - Schneider, Japan MMW
   6119m - HMG-MT, HMG-Finn, Nepa, Shangri La",2012.0,3.0,HUNK12302,2012-11-11,UK,"Nick Bullock, Andy Houseman",,,,True,Nepal only,True
IMJA,https://nepalhimalpeakprofile.org/imjatse,27.92055555555556,86.93777777777778,"Imja Tse, also known as the Island Peak, is located in the Sagarmatha National Park of the Himalayas in the Eastern Development Regions of Nepal. The name Island Peak was named in 1953 by members of British Mount Everest expedition as it appeared like an island in the sea of ice when viewed from Dingboche. The peak was renamed Imja Tse in 1983, however, the initial name “Island Peak” has remained popular among the summiteers.",Province 1,Solukhumbu,Khumbu Pasang Lhamu,Khumbu,Rs (NRs), (USD),Imjatse,Island Peak,Khumbu Himal (S of Lhotse),6165.0,20226.0,12.0,2.0,False,False,True,1978.0,Opened,1.0,2.0,"Other map altitudes:
   6165m - HMG-MT, HMG-Finn, Kielkowski
   6169m - Japan MMW
   6173m - NGS/Washburn Everest
   6189m - Nepa, Shangri La, Schneider",1956.0,1.0,IMJA56101,,"Switzerland, Nepal","Hansrudolf Von Gunten, 2 unknown Sherpas",1st ascent of SW Summit by UK (Hunt) in 1953. Imjatse may have been climbed in the 1951 or 1952 by members of Shipton's teams,,,True,Nepal only,True
JAGD,,29.301735,82.602699,,Karnali Pradesh,Dolpa,Jagdulla,Kanjiroba,,,Jagdula,"Jagdula Lek,Jagdulā Lek",Jagdula Lekh (S of Kande Hiunchuli),5761.0,18901.0,10.0,7.0,True,False,False,,,1.0,2.0,"Other map altitudes:
   5761m - HMG-MT, HMG-Finn
   5764m - Japan MMW",2013.0,1.0,JAGD13101,2013-04-30,France,Francois Damilano,,,,True,Nepal only,True
JANE,,27.68798,88.058943,,Province 1,Taplejung,Phaktanglung,Kanchenjunga,,,Jannu East,Khumbhakarna East,Kangchenjunga Himal (W of Kangchenjunga),7460.0,24475.0,9.0,1.0,True,False,False,,Requires Jannu permit,1.0,1.0,"Other map altitudes:
   7710m - Shangri La
   7460m - HMG-Finn, Nepa
   7468m - Japan MMW",,0.0,,,,,,,,False,Nepal only,True
JANK,https://nepalhimalpeakprofile.org/janak-chuli,27.871666666666663,88.09333333333333,,Province 1,Taplejung/NC,Phaktanglung/NC,Kanchenjunga,Spring  6000 (NRs),Spring 500 (USD),Janak Chuli,"Janak, Outlier",Janak Himal (WNW of Jongsang on Tibetan border),7041.0,23100.0,6.0,1.0,True,False,False,,Opened in 2002,4.0,2.0,"Other map altitudes:
   7041m - HMG-MT, HMG-Finn, Nepa
   7090m - Shangri La, Japan MMW",2006.0,1.0,JANK06101,2006-05-06,Slovenia,"Andrej Stremfelj, Rok Zalokar",,,,True,Nepal & China,True
JARK,https://nepalhimalpeakprofile.org/jarkya-peak,28.74194444444445,84.52694444444444,Jarkya Peak is part of Manaslu sub range which is located in the gorkha district of western Nepal.,Gandaki Pradesh,Gorkha/NC,Chum Nubri/NC,Peri,Spring 4000 (NRs),Spring 250 (USD),Jarkya,,Manaslu Himal (N of Larkya La on Tibetan border),6473.0,21237.0,15.0,4.0,True,False,False,,Opened in 2014,4.0,1.0,"Other map altitudes:
   6473m - HMG-MT, HMG-Finn",,0.0,,,,Unclimbed,,,,False,Nepal & China,True
JASG,https://nepalhimalpeakprofile.org/jasemba-go,28.08722222222222,86.60499999999999,Jasemba Go is part of the Mahalangur range of the Nepalese Himalayas which is located in the Solukhumbu District of Eastern Nepal.,Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Spring 5000 (NRs),Spring 400 (USD),Jasemba Goth,Dzasampa Kang,Khumbu Himal (NW of Pasang Lhamu Chuli),6730.0,22080.0,12.0,2.0,True,False,False,,Opened in 2014,1.0,2.0,"Other map altitudes:
   6730m - HMG-Finn
   6734m - HMG-MT
   6735m - Schneider, Japan MMW",1964.0,1.0,JASG64101,1964-04-08,W Germany,"Georg Huber, Fritz Stammberger",,,,True,Nepal only,True
JABR,https://nepalhimalpeakprofile.org/jabou-ri,27.85388888888889,86.51527777777778,Jabou Ri is in the mountain range of Rolwaling Himal of Nepal Himalayas. Jabou Ri is an open mountain peak for expedition. Jabou Ri is in Dolakha district in Bagmati Province. Jabou Ri is in Gaurishankar gaupalika. Jabou Ri is 4.2km southwest of Langmoche Ri and 2.1km south of Takar Go. Tso Rolpa Lake is 2.7km west of Jabou Ri. Tengi Ragi Tau is 4.1km east of Jabou Ri.,Bagmati Pradesh,Dolakha,Gaurishankar,Rolwaling,Spring 4000 (NRs),Spring 250 (USD),Jabou Ri,,Rolwaling Himal (S of Tarkago),6166.0,20230.0,19.0,2.0,True,False,False,,Opened in 2014,1.0,2.0,"Other map altitudes:
   6166m - HMT-MT, HMG-Finn
   6172m - Schneider",2015.0,3.0,JABR15301,2015-09-15,USA,"Ryan Waters, Eric Larsen",,,,True,Nepal only,True
JBRN,https://nepalhimalpeakprofile.org/jabou-ri-north,27.8601,86.5137,Jabou Ri North is in the mountain range of Rolwaling Himal of Nepal Himalayas. Jabou Ri North is  an open mountain peak for expedition. Jabou Ri North is  in Dolakha district in Bagmati Province. Jabou Ri North is  in Gaurishankar gaupalika. Jabou Ri North is 1.4km south of Takar Go and 0.64 km north of Jabou Ri. Tso Rolpa Lake is 3.0km west of Jabou Ri North. Tengi Ragi Tau is 4.3km east of Jabou Ri North.,Bagmati Pradesh,Dolakha,Gaurishankar,Rolwaling,Spring 4000 (NRs),Spring 250 (USD),Jabou Ri North,,,6112.0,20052.0,,,False,,,,Proposed to open,,,,,,,,,,,,,,,False
JETH,https://nepalhimalpeakprofile.org/jethi-bahurani-chuli,29.881666666666668,81.0425,,Sudhurpashchim Pradesh,Darchula/Bajhang,Api Himal/Kanda,Gurans,Spring  5000 (NRs),Spring 400 (USD),Jethi Bahurani,"Jettiborani, Jutibofurani",Api Himal (S of Nampa and Bobaye),6850.0,22474.0,2.0,7.0,True,False,False,,Opened,1.0,2.0,"Other map altitudes:
   6807m - Nepa
   6849m - Japan MMW
   6850m - HMG-MT, HMG-Finn, Leomann

This peak was incorrectly referred to as Nampa South by early expeditions. The true Nampa South (6580m) is immediately south of Nampa Main (and north of Bobaye).",1978.0,1.0,JETH78101,1978-04-27,Japan,"Kazuo Mitsui, Nobuhito Morota, Hideki Yoshida",,,,True,Nepal only,True
JING,https://nepalhimalpeakprofile.org/jijang,28.784166666666668,84.03472222222221,,Gandaki Pradesh,Manang,Nesyang/Nar,Damodar,Spring 4000 (NRs),Spring 250 (USD),Jinjang,"Genjang, Gajang, Jijang",Damodar Himal (E of Thorong La),6111.0,20049.0,3.0,5.0,True,False,False,,Opened in 2002,1.0,2.0,"Other map altitudes:
   6111m - HMG-MT, HMG-Finn, Nepa, Shangri La",,0.0,,,,Climbed by Japanese in April 1983?,,,,True,Nepal only,True
JOBO,https://nepalhimalpeakprofile.org/jobo-rinjang,28.06611111111112,86.56527777777778,Jobo Rinjang which lies in Mahalangur range of the Nepalese Himalayas is located in the Solukhumbu District of Eastern Nepal.,Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Spring 5000 (NRs),Spring 400 (USD),Jobo Rinjang,Jobo Ribjang,Rolwaling Himal (SW of Nangpa La near Tibetan border),6778.0,22238.0,19.0,2.0,True,False,False,,Opened in 2002,1.0,2.0,"Other peak altitudes:
   6777m - Schneider, Japan MMW
   6778m - HMG-Finn
   6781m - HMG-MT

Eastern-most summit of Lunag Ri massif (entirely in Nepal).

Ministry altitude of 6781m suggests another peak to the north that others refer to as Lunag IV.",2009.0,1.0,JOBO09101,2009-04-22,USA,"Joe Puryear, David Gottlieb",,,,True,Nepal only,True
JOMS,https://nepalhimalpeakprofile.org/jomsom-himal,28.84083333333333,84.15583333333333,,Gandaki Pradesh,Manang,Nar Phu,Damodar,Spring 4000 (NRs),Spring 250 (USD),Jomsom Himal,Jomsang Himal,Damodar Himal (WNW of Amotsang Himal),6335.0,20784.0,3.0,5.0,True,False,False,,Opened in 2002,1.0,2.0,"Other map altitudes:
   6120m - Leomann
   6335m - HMG-MT, HMG-Finn, Nepa",2003.0,3.0,JOMS03301,2003-11-04,"France, Nepal","Hugues De Varax, Yves Exbrayat, Frederique Gaume, Paulo Grobel, Mingma Temba Sherpa",,,,True,Nepal only,True
JONG,https://nepalhimalpeakprofile.org/jongsang-peak,27.88111111111111,88.13805555555557,,Province 1,Taplejung/NC,Phaktanglung/NC,Janak,Spring 6000 (NRs),Spring 500 (USD),Jongsang,"Jonsong, Jhinsang",Jongsang Himal (on Indian-Tibetan border),7462.0,24482.0,7.0,1.0,True,False,False,,Opened,6.0,2.0,"Other map altitudes:
   7459m - Kielkowski
   7462m - HMG-MT, HMG-Finn, Nepa
   7473m - Shangri La, Japan MMW",1930.0,1.0,JONG30101,1930-06-03,"Germany, Austria","Hermann Hoerlin, Erwin Schneider",,,"South Face (AAJ 75:379 2000)
South & SE Faces (High 226:5 Sep 2001)",True,"Nepal, China & India",True
JUNC,,28.721797,83.276998,,Gandaki Pradesh,Dolpa/Myagdi,Chharka Tongsong/Dhawalagiri,Dhaulagiri,Sp 8000 (NRs),Sp 600 (USD),Junction Peak,,"Dhaulagiri Himal (on ridge joining Dhaulagiri VI, IV and Churen)",7133.0,23402.0,4.0,6.0,False,True,False,,,1.0,1.0,"Other map altitudes:
   7108m - Japan MMW
   7133m - HMG-Finn",,0.0,,,,Unclimbed,,,,False,Nepal only,True
JYAC,https://nepalhimalpeakprofile.org/jyachhung,30.10638888888889,81.08583333333333,,Sudhurpashchim Pradesh,Darchula/NC,Byas/NC,Byas,Spring 4000 (NRs),Spring  250 (USD),Jyachhung,,Byas Risi Himal (NNW of Nampa on Tibetan border),6388.0,20958.0,2.0,7.0,True,False,False,,Opened in 2014,4.0,1.0,"Other map altitudes:
   6388m - HMG-MT, HMG-Finn",,0.0,,,,Unclimbed,,,,False,Nepal & China,True
JYAG,https://nepalhimalpeakprofile.org/jyangche,29.2013,83.5468,,Karnali Pradesh,Dolpa/NC,Chharka Tongsong/NC,Gautam,Spring 4000 (NRs),Spring 250 (USD),Jyangche,,,5893.0,19334.0,,,False,,,,Proposed to open,,,,,,,,,,,,,,,False
JYLT,https://nepalhimalpeakprofile.org/jyanglatunpu-peak,29.2441,83.7132,,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Mustang,Spring 4000 (NRs),Spring 250 (USD),Jyanglatunpu Peak,,,6062.0,19888.0,,,False,,,,Proposed to open,,,,,,,,,,,,,,,False
KABR,https://nepalhimalpeakprofile.org/kabru-central,27.635277777777777,88.12138888888889,,Province 1,Taplejung/NI,Phaktanglung/NI,Kanchenjunga,Spring 6000 (NRs),Spring 500 (USD),Kabru Main,Kabru Central,Simhalila Himal (S of Talung on Indian border),7412.0,24318.0,9.0,1.0,True,False,False,,Opened in 2014,5.0,2.0,"Other map altitudes:
   7353m - Shangri La, Japan MMW
   7395m - 1994 Indian Army expedition
   7412m - HMG-MT, HMG-Finn, Nepa",1994.0,1.0,KABR94101,1994-05-12,India,"Dan Singh, 2 unknown members",,,,True,Nepal & India,True
KABD,,27.577504,88.216788,Located South East of Kabru in India,Gandaki Pradesh,Dolpa/Myagdi,,Dhaulagiri,,,Kabru Dome,,Simhalila Himal (SE of Kabru in India),6600.0,21654.0,9.0,1.0,False,True,False,,,3.0,2.0,"Other map altitudes:
   6600m - Japan MMW",1982.0,3.0,KABD82301,1982-09-24,India,"Mahabir Thakur, Tshering Lobsang, K. N. Singh, Gautam Dutta, P. Bhotia, Umeshari Devi",1st ascent claimed by India (Biswas) but not recognized,,,True,India only,True
